Train Epoch: 0 [batch-idx: 0] nll:  365856.531250,  kl:  3.130859,  marg:  57.057396, S_accuracy:  21.0938%
Train Epoch: 0 [batch-idx: 100] nll:  168175.953125,  kl:  6.806641,  marg:  12.502549, S_accuracy:  18.2704%
Train Epoch: 0 [batch-idx: 200] nll:  168681.890625,  kl:  7.055664,  marg:  2.276025, S_accuracy:  16.5850%
Train Epoch: 0 [batch-idx: 300] nll:  168522.843750,  kl:  7.147461,  marg:  1.400474, S_accuracy:  16.5516%
Train Epoch: 0 [batch-idx: 400] nll:  168567.703125,  kl:  8.137695,  marg:  3.375515, S_accuracy:  16.6615%
Train Epoch: 1 [batch-idx: 0] nll:  166805.515625,  kl:  8.861328,  marg:  1.477434, S_accuracy:  15.6250%
Train Epoch: 1 [batch-idx: 100] nll:  150391.984375,  kl:  18.224609,  marg:  1.335710, S_accuracy:  19.5467%
Train Epoch: 1 [batch-idx: 200] nll:  127216.179688,  kl:  29.548828,  marg:  1.361193, S_accuracy:  22.6835%
Train Epoch: 1 [batch-idx: 300] nll:  107581.476562,  kl:  49.286133,  marg:  2.122908, S_accuracy:  27.2918%
Train Epoch: 1 [batch-idx: 400] nll:  77622.328125,  kl:  81.719727,  marg:  2.082058, S_accuracy:  34.2912%
Train Epoch: 2 [batch-idx: 0] nll:  80544.750000,  kl:  107.922852,  marg:  2.344805, S_accuracy:  68.7500%
Train Epoch: 2 [batch-idx: 100] nll:  48462.183594,  kl:  160.619141,  marg:  3.199790, S_accuracy:  83.7485%
Train Epoch: 2 [batch-idx: 200] nll:  15405.322266,  kl:  212.941406,  marg:  1.422417, S_accuracy:  89.3424%
Train Epoch: 2 [batch-idx: 300] nll:  8529.203125,  kl:  253.552734,  marg:  1.462131, S_accuracy:  91.7800%
Train Epoch: 2 [batch-idx: 400] nll:  9041.470703,  kl:  289.195312,  marg:  1.736348, S_accuracy:  93.0136%
Train Epoch: 3 [batch-idx: 0] nll:  5923.854980,  kl:  320.417969,  marg:  1.315864, S_accuracy:  98.4375%
Train Epoch: 3 [batch-idx: 100] nll:  8995.911133,  kl:  358.082031,  marg:  1.280685, S_accuracy:  98.1513%
Train Epoch: 3 [batch-idx: 200] nll:  9294.432617,  kl:  393.072266,  marg:  1.429288, S_accuracy:  98.1499%
Train Epoch: 3 [batch-idx: 300] nll:  3632.337402,  kl:  429.825195,  marg:  0.990228, S_accuracy:  98.2688%
Train Epoch: 3 [batch-idx: 400] nll:  4388.960938,  kl:  471.099609,  marg:  0.984967, S_accuracy:  98.2894%
Train Epoch: 4 [batch-idx: 0] nll:  974.082947,  kl:  499.654297,  marg:  0.973522, S_accuracy:  100.0000%
Train Epoch: 4 [batch-idx: 100] nll:  1652.399170,  kl:  546.019531,  marg:  0.901330, S_accuracy:  99.3812%
Train Epoch: 4 [batch-idx: 200] nll:  1109.118530,  kl:  591.089844,  marg:  0.657679, S_accuracy:  99.3470%
Train Epoch: 4 [batch-idx: 300] nll:  5519.083984,  kl:  635.273438,  marg:  0.740127, S_accuracy:  99.2681%
Train Epoch: 4 [batch-idx: 400] nll:  3481.206787,  kl:  681.460938,  marg:  0.752814, S_accuracy:  99.2382%
Train Epoch: 5 [batch-idx: 0] nll:  1856.416992,  kl:  709.501953,  marg:  0.513480, S_accuracy:  100.0000%
Train Epoch: 5 [batch-idx: 100] nll:  1631.551025,  kl:  751.988281,  marg:  0.732988, S_accuracy:  99.7215%
Train Epoch: 5 [batch-idx: 200] nll:  2159.531982,  kl:  795.529297,  marg:  0.538579, S_accuracy:  99.7007%
Train Epoch: 5 [batch-idx: 300] nll:  1085.604004,  kl:  839.847656,  marg:  0.465867, S_accuracy:  99.7145%
Train Epoch: 5 [batch-idx: 400] nll:  1236.868164,  kl:  879.835938,  marg:  0.454963, S_accuracy:  99.7311%
Train Epoch: 6 [batch-idx: 0] nll:  770.706482,  kl:  907.279297,  marg:  0.578118, S_accuracy:  100.0000%
Train Epoch: 6 [batch-idx: 100] nll:  347.219696,  kl:  950.785156,  marg:  0.562225, S_accuracy:  99.9226%
Train Epoch: 6 [batch-idx: 200] nll:  474.100800,  kl:  987.631836,  marg:  0.512746, S_accuracy:  99.8717%
Train Epoch: 6 [batch-idx: 300] nll:  1687.945435,  kl:  1025.966797,  marg:  0.441377, S_accuracy:  99.8676%
Train Epoch: 6 [batch-idx: 400] nll:  799.270874,  kl:  1064.690430,  marg:  0.480392, S_accuracy:  99.8656%
Train Epoch: 7 [batch-idx: 0] nll:  562.498779,  kl:  1089.852539,  marg:  0.520010, S_accuracy:  100.0000%
