3329929.5,2571997.8,1492619.9,999778.3,555695.7,640736.5,337770.28,190772.8,168752.2,170399.64,168654.94,168672.14,168363.4,168599.33,168783.84,179325.34,168759.88,168811.5,168688.0,171033.22,168683.86,168654.66,170050.12,169342.02,168686.61,168720.83,177069.97,243223.73,170249.16,199245.1,168600.2,178774.62,169188.31,201375.06,168987.31,169724.17,170799.72,209017.84,168698.03,168718.84,168931.53,168726.38,168667.61,168668.31,168681.89,168856.33,168759.89,174242.47,168484.67,168651.47,168698.23
168695.92,168995.89,168686.55,168690.92,169313.36,168692.42,168592.47,168715.31,168909.88,168788.36,168644.02,169206.78,168680.44,168747.3,168723.7,168500.03,168665.28,169462.7,168679.81,168683.47,171066.61,168679.38,168855.28,212292.69,173598.39,172778.86,168596.1,168711.75,170914.39,168562.78,168606.7,170290.14,168997.64,172977.53,170374.66,168344.34,168665.62,212091.88,177384.78,181714.05,160335.44,221948.17,158673.9,159226.84,170531.42,176397.27,163329.14,148603.69,149780.14,157839.9,155965.38
150274.39,146625.23,160004.25,135520.88,145049.52,168158.44,180641.27,146791.52,161103.92,164303.92,149152.97,156016.34,152685.23,150764.66,143923.52,152907.06,221478.9,145923.56,150030.62,154129.75,115912.0,181452.5,203919.0,156537.84,140365.88,124294.07,153259.44,117311.234,131218.53,143602.19,137564.25,124862.99,135761.1,145360.31,115010.8,127011.914,122918.555,120114.21,116917.7,141117.22,163366.25,125806.234,124921.36,117659.65,103707.6,91466.11,184691.36,97164.53,110336.98,80426.9,74204.6
80587.695,74197.48,93985.34,62311.38,82829.664,172415.98,74658.586,113134.555,109777.86,64158.938,73480.83,182209.36,78969.58,97293.37,79976.86,85728.6,78401.76,71261.87,72832.96,130414.22,90044.27,65380.086,46300.18,67673.5,118218.6,48633.66,82157.56,87688.62,92807.234,58216.96,117860.43,101618.305,78704.734,73207.016,59298.64,68400.34,90807.83,52047.97,58511.547,65648.484,66060.54,35623.766,66005.38,70637.29,37429.695,59029.758,110668.38,53915.586,49511.773,54186.145,39897.086
44380.234,64559.574,96083.695,42840.605,47112.387,29757.266,122582.56,83094.47,54313.277,34000.88,51805.145,70280.99,77426.81,97098.32,87573.07,45557.336,67148.1,55681.086,21862.357,75241.61,55023.25,48868.355,58237.03,68244.29,46945.176,86557.03,46490.34,43538.562,58322.613,41964.043,50482.91,31137.16,25373.377,68055.44,57947.855,60883.703,41117.555,39793.84,41638.312,47614.402,42455.945,33055.883,35294.566,63719.254,61202.07,44935.4,27808.129,28045.863,35215.746,69430.41,46020.023
22446.06,53819.605,43808.816,29072.89,38061.88,11631.396,33236.363,47547.03,65904.63,29130.521,38787.973,31009.832,58213.414,50640.2,46505.715,14661.319,88041.195,39966.887,11225.672,8955.15,58110.81,45223.77,36688.758,45640.484,60501.367,66452.54,41892.734,43922.633,36099.188,21595.967,34630.09,62064.543,63066.613,74798.08,16636.19,49047.043,43283.62,38045.906,29639.482,36912.37,30351.768,40570.39,42258.004,48046.445,121192.055,30206.055,22414.953,20380.734,52164.88,34771.68,33320.035
22619.56,13133.41,23012.781,46114.88,45807.04,46248.59,32212.764,20033.918,62037.33,65549.82,58212.59,45578.61,13358.371,33092.43,33285.96,30061.22,41842.062,47359.96,21931.236,32735.227,19453.564,55404.04,56797.62,49732.152,23670.51,21072.143,41659.832,64523.62,21232.596,36531.535,73882.7,40372.074,44717.55,30470.398,18943.482,56142.27,14319.556,19093.094,41760.19,53528.973,29021.85,46611.016,25840.162,62688.234,51743.168,6701.6704,30849.2,26807.932,25810.078,51620.484,55424.65
12659.419,30572.686,28554.893,18782.22,71213.54,60688.684,31377.633,65870.79,36693.227,40216.105,59258.434,22500.674,15074.503,72274.94,67806.88,69431.125,38236.105,47789.25,47339.508,50257.855,40275.145,28809.426,19756.447,13959.609,11794.579,14508.695,24011.691,21088.633,29886.738,20638.613,39482.656,17104.455,72627.336,33846.613,14909.864,56424.105,6622.6484,79025.266,28669.906,47403.273,49251.332,51531.97,38007.156,35500.227,35078.293,33825.453,28556.812,22082.39,5483.438,41416.914,31611.807
15042.145,36357.69,39382.848,27674.957,31437.158,15368.886,76156.586,64223.33,9284.211,12830.418,31122.172,20124.166,55339.293,51737.5,35973.8,16522.816,22051.521,50019.023,60160.78,30566.602,60761.01,15116.364,60251.04,30392.557,35884.7,11416.638,16675.072,8523.075,53520.797,16027.109,82971.52,25171.008,53540.152,31178.941,21109.766,17527.92,43443.523,18750.154,42229.79,16737.25,23931.201,18907.84,33014.316,7089.356,48974.645,45020.113,26182.246,52396.957,28391.867,26375.61,16214.608
23367.193,42141.35,11756.444,74877.69,45205.707,39219.715,24148.041,27734.16,43652.76,18664.875,36041.246,74511.96,38116.56,13716.738,9262.35,9879.979,13642.407,31825.629,7794.2075,33593.918,13416.154,38983.355,18315.105,30315.963,21365.742,45491.445,27577.678,25501.0,20885.418,9971.009,46357.29,17565.23,52982.387,26627.508,8539.522,21062.05,8935.02,53630.293,24764.504,54501.938,11677.668,35513.06,25617.115,24497.016,52554.72,11603.126,13638.511,32798.234,26918.887,17708.54,22645.068
